year,mm-dd,location,parameter,unit,datatype,value
2014,25-Apr,JDA,spill,kcfs,Spill,110.038
2014,26-Apr,JDA,spill,kcfs,Spill,103.675
2014,27-Apr,JDA,spill,kcfs,Spill,90.417
2014,28-Apr,JDA,spill,kcfs,Spill,81.946
2014,29-Apr,JDA,spill,kcfs,Spill,86.717
2014,30-Apr,JDA,spill,kcfs,Spill,88.346
2014,1-May,JDA,spill,kcfs,Spill,101.504
2014,2-May,JDA,spill,kcfs,Spill,98.05
2014,3-May,JDA,spill,kcfs,Spill,105.075
2014,4-May,JDA,spill,kcfs,Spill,106.942
2014,5-May,JDA,spill,kcfs,Spill,117.479
2014,6-May,JDA,spill,kcfs,Spill,119.383
2014,7-May,JDA,spill,kcfs,Spill,88.8
2014,8-May,JDA,spill,kcfs,Spill,90.971
2014,9-May,JDA,spill,kcfs,Spill,113.85
2014,10-May,JDA,spill,kcfs,Spill,95.229
2014,11-May,JDA,spill,kcfs,Spill,85.429
2014,12-May,JDA,spill,kcfs,Spill,99.213
2014,13-May,JDA,spill,kcfs,Spill,113.496
2014,14-May,JDA,spill,kcfs,Spill,95.663
2014,15-May,JDA,spill,kcfs,Spill,83.925
2014,16-May,JDA,spill,kcfs,Spill,118.854
2014,17-May,JDA,spill,kcfs,Spill,125.046
2014,18-May,JDA,spill,kcfs,Spill,130.071
2014,19-May,JDA,spill,kcfs,Spill,140.454
2014,20-May,JDA,spill,kcfs,Spill,143.942
2014,21-May,JDA,spill,kcfs,Spill,136.658
2014,22-May,JDA,spill,kcfs,Spill,135.833
2014,23-May,JDA,spill,kcfs,Spill,144.213
2014,24-May,JDA,spill,kcfs,Spill,142.092
2014,25-May,JDA,spill,kcfs,Spill,147.804
2014,26-May,JDA,spill,kcfs,Spill,149.8
2014,27-May,JDA,spill,kcfs,Spill,154.1
2014,28-May,JDA,spill,kcfs,Spill,140.3
2014,29-May,JDA,spill,kcfs,Spill,140.3
2014,30-May,JDA,spill,kcfs,Spill,140.321
2014,31-May,JDA,spill,kcfs,Spill,116.263
2014,1-Jun,JDA,spill,kcfs,Spill,117.35
2014,20-Apr,TDA,spill,kcfs,Spill,100
2014,21-Apr,TDA,spill,kcfs,Spill,92.658
2014,22-Apr,TDA,spill,kcfs,Spill,97.229
2014,23-Apr,TDA,spill,kcfs,Spill,112.975
2014,24-Apr,TDA,spill,kcfs,Spill,119.629
2014,25-Apr,TDA,spill,kcfs,Spill,130.621
2014,26-Apr,TDA,spill,kcfs,Spill,122.554
2014,27-Apr,TDA,spill,kcfs,Spill,101.583
2014,28-Apr,TDA,spill,kcfs,Spill,99.946
2014,29-Apr,TDA,spill,kcfs,Spill,110.588
2014,30-Apr,TDA,spill,kcfs,Spill,103.042
2014,1-May,TDA,spill,kcfs,Spill,95.658
2014,2-May,TDA,spill,kcfs,Spill,94.083
2014,3-May,TDA,spill,kcfs,Spill,97.433
2014,4-May,TDA,spill,kcfs,Spill,97.492
2014,5-May,TDA,spill,kcfs,Spill,96.633
2014,6-May,TDA,spill,kcfs,Spill,94.425
2014,7-May,TDA,spill,kcfs,Spill,94.888
2014,8-May,TDA,spill,kcfs,Spill,97.446
2014,9-May,TDA,spill,kcfs,Spill,101.85
2014,10-May,TDA,spill,kcfs,Spill,92.967
2014,11-May,TDA,spill,kcfs,Spill,107.746
2014,12-May,TDA,spill,kcfs,Spill,109.142
2014,13-May,TDA,spill,kcfs,Spill,106.238
2014,14-May,TDA,spill,kcfs,Spill,96.379
2014,15-May,TDA,spill,kcfs,Spill,96.575
2014,16-May,TDA,spill,kcfs,Spill,94.763
2014,17-May,TDA,spill,kcfs,Spill,96
2014,18-May,TDA,spill,kcfs,Spill,98.45
2014,19-May,TDA,spill,kcfs,Spill,118.571
2014,20-May,TDA,spill,kcfs,Spill,128
2014,21-May,TDA,spill,kcfs,Spill,120.225
2014,22-May,TDA,spill,kcfs,Spill,104.392
2014,23-May,TDA,spill,kcfs,Spill,125.079
2014,24-May,TDA,spill,kcfs,Spill,124.942
2014,25-May,TDA,spill,kcfs,Spill,130.929
2014,26-May,TDA,spill,kcfs,Spill,129.292
2014,27-May,TDA,spill,kcfs,Spill,135.517
2014,28-May,TDA,spill,kcfs,Spill,130.117
2014,29-May,TDA,spill,kcfs,Spill,129.192
